MJD,CTR,STAT_ERR,CTR_NORM,Timestamp
60279.144982474856,2.625,0.0,0.008044554455445545,2023-12-01 03:28:46.485827446
60279.144994048926,2.75,0.0,0.008663366336633664,2023-12-01 03:28:47.485827208
60279.145005623,2.875,0.0,0.009282178217821783,2023-12-01 03:28:48.485827446
60279.14501719708,3.0,1.7320508075688772,0.0099009900990099,2023-12-01 03:28:49.485827684
60279.14502877115,3.0,0.0,0.0099009900990099,2023-12-01 03:28:50.485827208
60279.145040345225,3.0,0.0,0.0099009900990099,2023-12-01 03:28:51.485827446
60279.1450519193,3.0,0.0,0.0099009900990099,2023-12-01 03:28:52.485827684
60279.14506349337,3.0,0.0,0.0099009900990099,2023-12-01 03:28:53.485827208
60279.14507506744,3.0,0.0,0.0099009900990099,2023-12-01 03:28:54.485826969
60279.145086641525,3.0,0.0,0.0099009900990099,2023-12-01 03:28:55.485827684
60279.145098215595,3.0,0.0,0.0099009900990099,2023-12-01 03:28:56.485827446
60279.145109789664,3.0,1.7320508075688772,0.0099009900990099,2023-12-01 03:28:57.485826969
60279.14512136375,3.0,0.0,0.0099009900990099,2023-12-01 03:28:58.485827923
60279.14513293782,3.0,0.0,0.0099009900990099,2023-12-01 03:28:59.485827446
60279.14514451189,3.0,0.0,0.0099009900990099,2023-12-01 03:29:00.485826969
60279.145156085964,3.0,0.0,0.0099009900990099,2023-12-01 03:29:01.485827208
60279.14516766004,3.0,0.0,0.0099009900990099,2023-12-01 03:29:02.485827446
60279.14517923411,3.0,0.0,0.0099009900990099,2023-12-01 03:29:03.485827208
60279.14519080819,3.0,0.0,0.0099009900990099,2023-12-01 03:29:04.485827446
60279.145202382264,3.0,1.7320508075688772,0.0099009900990099,2023-12-01 03:29:05.485827684
60279.14521395633,2.875,0.0,0.009282178217821783,2023-12-01 03:29:06.485827208
60279.14522553041,2.75,0.0,0.008663366336633664,2023-12-01 03:29:07.485827446
60279.14523710449,2.625,0.0,0.008044554455445545,2023-12-01 03:29:08.485827684
60279.14524867856,2.5,0.0,0.007425742574257426,2023-12-01 03:29:09.485827208
60279.145260252626,2.375,0.0,0.006806930693069307,2023-12-01 03:29:10.485826969
60279.14527182671,2.25,0.0,0.0061881188118811875,2023-12-01 03:29:11.485827684
